provider_id,provider_type,region,network_status,prior_auth_volume_band,avg_incomplete_submission_rate,avg_response_time_days,provider_risk_segment
PRV-0569,Imaging Center,Southeast,In-Network,High (200-499/yr),0.137,1.78,Low-Risk
PRV-0570,Specialist,Northeast,In-Network,High (200-499/yr),0.142,7.56,Low-Risk
PRV-0571,Hospital,Midwest,In-Network,High (200-499/yr),0.088,3.11,Low-Risk
PRV-0572,Specialist,Southwest,In-Network,High (200-499/yr),0.183,7.74,Moderate-Risk
PRV-0573,Imaging Center,Midwest,In-Network,Medium (50-199/yr),0.141,5.42,Low-Risk
PRV-0574,Surgery Center,West,In-Network,High (200-499/yr),0.157,5.88,Moderate-Risk
PRV-0575,Hospital,Southeast,Out-of-Network,Very High (500+/yr),0.118,4.15,Low-Risk
PRV-0576,Surgery Center,Midwest,In-Network,High (200-499/yr),0.218,8.2,Moderate-Risk
PRV-0577,Hospital,Northeast,In-Network,High (200-499/yr),0.107,0.6,Low-Risk
PRV-0578,Specialist,Southwest,In-Network,High (200-499/yr),0.168,9.42,Moderate-Risk
PRV-0579,Primary Care,Southeast,In-Network,Very High (500+/yr),0.168,9.96,Moderate-Risk
PRV-0580,Imaging Center,West,In-Network,Medium (50-199/yr),0.214,1.82,Moderate-Risk
PRV-0581,Primary Care,Midwest,Out-of-Network,High (200-499/yr),0.146,6.63,Low-Risk
PRV-0582,Hospital,West,In-Network,High (200-499/yr),0.123,2.47,Low-Risk
PRV-0583,Imaging Center,West,In-Network,Medium (50-199/yr),0.158,1.11,Moderate-Risk
PRV-0584,Imaging Center,West,In-Network,Medium (50-199/yr),0.149,3.6,Low-Risk
PRV-0585,Imaging Center,Southeast,In-Network,Medium (50-199/yr),0.087,7.02,Low-Risk
PRV-0586,Post-Acute Facility,Midwest,In-Network,Very High (500+/yr),0.179,6.83,Moderate-Risk
PRV-0587,Primary Care,Midwest,In-Network,High (200-499/yr),0.187,0.52,Moderate-Risk
PRV-0588,DME Supplier,Northeast,In-Network,High (200-499/yr),0.284,7.61,Moderate-Risk
PRV-0589,Surgery Center,Midwest,In-Network,Medium (50-199/yr),0.117,4.44,Low-Risk
PRV-0590,Specialist,Northeast,Out-of-Network,Medium (50-199/yr),0.184,3.87,Moderate-Risk
PRV-0591,DME Supplier,Northeast,In-Network,Low (1-49/yr),0.4,9.82,High-Risk
PRV-0592,Imaging Center,Northeast,In-Network,High (200-499/yr),0.142,0.98,Low-Risk
PRV-0593,Hospital,West,In-Network,Medium (50-199/yr),0.132,9.47,Low-Risk
PRV-0594,Specialist,Northeast,In-Network,Medium (50-199/yr),0.161,8.85,Moderate-Risk
PRV-0595,Imaging Center,Southeast,In-Network,Medium (50-199/yr),0.087,2.26,Low-Risk
PRV-0596,Specialist,Southeast,In-Network,Very High (500+/yr),0.201,7.25,Moderate-Risk
PRV-0597,Specialist,Midwest,In-Network,High (200-499/yr),0.254,3.15,Moderate-Risk
PRV-0598,Specialist,Northeast,Out-of-Network,Low (1-49/yr),0.199,8.1,Moderate-Risk
PRV-0599,Surgery Center,Northeast,In-Network,Very High (500+/yr),0.091,1.71,Low-Risk
PRV-0600,Specialist,West,In-Network,High (200-499/yr),0.148,9.22,Low-Risk
PRV-0601,Imaging Center,Midwest,In-Network,Medium (50-199/yr),0.187,1.76,Moderate-Risk
PRV-0602,Specialist,Southeast,Out-of-Network,High (200-499/yr),0.132,8.12,Low-Risk
PRV-0603,Specialist,Northeast,In-Network,High (200-499/yr),0.263,8.74,Moderate-Risk
PRV-0604,Surgery Center,Midwest,In-Network,Very High (500+/yr),0.147,0.88,Low-Risk
PRV-0605,Specialist,West,In-Network,Medium (50-199/yr),0.207,4.31,Moderate-Risk
PRV-0606,Imaging Center,Southeast,In-Network,Very High (500+/yr),0.12,3.18,Low-Risk
PRV-0607,Hospital,Southeast,In-Network,High (200-499/yr),0.176,1.7,Moderate-Risk
PRV-0608,Hospital,Southeast,In-Network,High (200-499/yr),0.154,8.63,Moderate-Risk
PRV-0609,Specialist,Southeast,In-Network,Low (1-49/yr),0.136,5.35,Low-Risk
PRV-0610,Hospital,Southeast,In-Network,Very High (500+/yr),0.069,4.84,Low-Risk
PRV-0611,Specialist,Midwest,In-Network,Medium (50-199/yr),0.11,1.05,Low-Risk
PRV-0612,Imaging Center,West,In-Network,Low (1-49/yr),0.124,7.61,Low-Risk
PRV-0613,DME Supplier,Southeast,In-Network,Medium (50-199/yr),0.371,0.53,High-Risk
PRV-0614,Imaging Center,Northeast,In-Network,Low (1-49/yr),0.091,1.37,Low-Risk
PRV-0615,Hospital,West,Out-of-Network,Very High (500+/yr),0.163,3.97,Moderate-Risk
PRV-0616,Primary Care,Midwest,In-Network,Medium (50-199/yr),0.223,6.48,Moderate-Risk
PRV-0617,Hospital,Midwest,Out-of-Network,Very High (500+/yr),0.119,8.77,Low-Risk
PRV-0618,Hospital,Southeast,In-Network,Medium (50-199/yr),0.112,1.88,Low-Risk
PRV-0619,Specialist,Southeast,In-Network,Low (1-49/yr),0.195,3.02,Moderate-Risk
PRV-0620,Primary Care,Midwest,In-Network,High (200-499/yr),0.261,5.95,Moderate-Risk
PRV-0621,Specialist,Southwest,Out-of-Network,Low (1-49/yr),0.106,3.57,Low-Risk
PRV-0622,Hospital,Northeast,In-Network,Very High (500+/yr),0.116,2.31,Low-Risk
PRV-0623,Hospital,West,In-Network,High (200-499/yr),0.097,2.76,Low-Risk
PRV-0624,Hospital,Southeast,In-Network,High (200-499/yr),0.142,8.77,Low-Risk
PRV-0625,Specialist,Northeast,In-Network,Very High (500+/yr),0.248,3.0,Moderate-Risk
PRV-0626,Imaging Center,Northeast,In-Network,High (200-499/yr),0.143,0.6,Low-Risk
PRV-0627,Home Health Agency,West,In-Network,Low (1-49/yr),0.204,7.15,Moderate-Risk
PRV-0628,Surgery Center,West,In-Network,High (200-499/yr),0.157,9.24,Moderate-Risk
PRV-0629,Surgery Center,Southeast,In-Network,High (200-499/yr),0.159,5.62,Moderate-Risk
PRV-0630,Hospital,Southeast,In-Network,High (200-499/yr),0.064,6.24,Low-Risk
PRV-0631,Imaging Center,Southwest,In-Network,Very High (500+/yr),0.184,7.75,Moderate-Risk
PRV-0632,Specialist,Southeast,In-Network,Medium (50-199/yr),0.11,1.3,Low-Risk
PRV-0633,Hospital,Midwest,In-Network,High (200-499/yr),0.15,6.09,Low-Risk
PRV-0634,Behavioral Health,Northeast,In-Network,High (200-499/yr),0.18,8.26,Moderate-Risk
PRV-0635,Primary Care,Midwest,In-Network,Medium (50-199/yr),0.128,9.32,Low-Risk
PRV-0636,DME Supplier,Southeast,In-Network,Very High (500+/yr),0.407,8.49,High-Risk
PRV-0637,Imaging Center,West,In-Network,Very High (500+/yr),0.173,0.56,Moderate-Risk
PRV-0638,Hospital,Midwest,In-Network,Low (1-49/yr),0.073,4.54,Low-Risk
PRV-0639,Surgery Center,Midwest,In-Network,High (200-499/yr),0.181,4.4,Moderate-Risk
PRV-0640,Primary Care,Midwest,In-Network,High (200-499/yr),0.296,8.28,Moderate-Risk
PRV-0641,Specialist,West,In-Network,High (200-499/yr),0.201,0.75,Moderate-Risk
PRV-0642,Surgery Center,West,In-Network,Medium (50-199/yr),0.212,1.15,Moderate-Risk
PRV-0643,Hospital,Northeast,In-Network,Very High (500+/yr),0.124,0.97,Low-Risk
PRV-0644,Specialist,Midwest,In-Network,High (200-499/yr),0.124,3.77,Low-Risk
PRV-0645,DME Supplier,Southeast,In-Network,Medium (50-199/yr),0.367,8.59,High-Risk
PRV-0646,Primary Care,Southeast,In-Network,High (200-499/yr),0.135,5.31,Low-Risk
PRV-0647,DME Supplier,Southeast,In-Network,Medium (50-199/yr),0.225,7.48,Moderate-Risk
PRV-0648,Post-Acute Facility,Southeast,In-Network,Low (1-49/yr),0.175,3.52,Moderate-Risk
PRV-0649,Imaging Center,Midwest,Out-of-Network,High (200-499/yr),0.135,8.27,Low-Risk
PRV-0650,Specialist,West,Out-of-Network,Very High (500+/yr),0.164,4.0,Moderate-Risk
PRV-0651,Specialist,West,In-Network,Very High (500+/yr),0.267,8.07,Moderate-Risk
PRV-0652,Primary Care,Southeast,In-Network,High (200-499/yr),0.261,3.89,Moderate-Risk
PRV-0653,Hospital,Midwest,In-Network,Very High (500+/yr),0.147,4.99,Low-Risk
PRV-0654,Hospital,Northeast,In-Network,High (200-499/yr),0.066,2.99,Low-Risk
PRV-0655,Hospital,Midwest,In-Network,Very High (500+/yr),0.177,9.86,Moderate-Risk
PRV-0656,Post-Acute Facility,Midwest,In-Network,Very High (500+/yr),0.24,5.6,Moderate-Risk
PRV-0657,Hospital,Southwest,In-Network,Very High (500+/yr),0.129,1.87,Low-Risk
PRV-0658,Specialist,Midwest,Out-of-Network,Medium (50-199/yr),0.114,4.54,Low-Risk
PRV-0659,Imaging Center,Northeast,In-Network,Very High (500+/yr),0.101,4.49,Low-Risk
PRV-0660,Imaging Center,Midwest,In-Network,Medium (50-199/yr),0.106,1.22,Low-Risk
PRV-0661,Primary Care,Southeast,In-Network,Medium (50-199/yr),0.206,1.76,Moderate-Risk
PRV-0662,Primary Care,Southeast,In-Network,Medium (50-199/yr),0.25,3.65,Moderate-Risk
PRV-0663,Hospital,Midwest,In-Network,High (200-499/yr),0.072,9.58,Low-Risk
PRV-0664,Hospital,Midwest,In-Network,High (200-499/yr),0.116,8.62,Low-Risk
PRV-0665,Imaging Center,Southeast,In-Network,Medium (50-199/yr),0.121,2.07,Low-Risk
PRV-0666,Specialist,Midwest,In-Network,Low (1-49/yr),0.204,3.69,Moderate-Risk
PRV-0667,Post-Acute Facility,Southeast,In-Network,High (200-499/yr),0.263,8.52,Moderate-Risk
PRV-0668,Hospital,Southeast,Out-of-Network,Very High (500+/yr),0.149,7.08,Low-Risk
PRV-0669,Imaging Center,Northeast,In-Network,Very High (500+/yr),0.148,1.2,Low-Risk
PRV-0670,Specialist,Southeast,In-Network,Medium (50-199/yr),0.154,5.28,Moderate-Risk
PRV-0671,Surgery Center,Southeast,In-Network,High (200-499/yr),0.09,1.84,Low-Risk
PRV-0672,Home Health Agency,Midwest,In-Network,Medium (50-199/yr),0.182,2.29,Moderate-Risk
PRV-0673,Imaging Center,Southeast,In-Network,High (200-499/yr),0.2,8.88,Moderate-Risk
PRV-0674,Hospital,Midwest,Out-of-Network,High (200-499/yr),0.076,8.01,Low-Risk
PRV-0675,Home Health Agency,Southeast,In-Network,Medium (50-199/yr),0.311,7.71,High-Risk
PRV-0676,Specialist,Southeast,In-Network,High (200-499/yr),0.266,1.07,Moderate-Risk
PRV-0677,Surgery Center,Southeast,In-Network,Medium (50-199/yr),0.082,5.0,Low-Risk
PRV-0678,Surgery Center,Northeast,Out-of-Network,Very High (500+/yr),0.129,0.51,Low-Risk
PRV-0679,DME Supplier,West,In-Network,Medium (50-199/yr),0.4,6.31,High-Risk
PRV-0680,Post-Acute Facility,Northeast,In-Network,Medium (50-199/yr),0.235,6.46,Moderate-Risk
PRV-0681,Specialist,Southeast,In-Network,Very High (500+/yr),0.181,5.28,Moderate-Risk
PRV-0682,Surgery Center,Southeast,In-Network,High (200-499/yr),0.094,3.35,Low-Risk
PRV-0683,Hospital,West,In-Network,Medium (50-199/yr),0.057,8.49,Low-Risk
PRV-0684,DME Supplier,West,In-Network,Low (1-49/yr),0.24,3.57,Moderate-Risk
PRV-0685,Hospital,West,In-Network,Very High (500+/yr),0.071,3.75,Low-Risk
PRV-0686,Hospital,Northeast,In-Network,Very High (500+/yr),0.101,5.91,Low-Risk
PRV-0687,Specialist,Southeast,In-Network,Low (1-49/yr),0.251,2.68,Moderate-Risk
PRV-0688,Hospital,West,Out-of-Network,Very High (500+/yr),0.169,8.42,Moderate-Risk
PRV-0689,Hospital,Northeast,In-Network,Very High (500+/yr),0.139,8.02,Low-Risk
PRV-0690,Post-Acute Facility,Northeast,In-Network,Very High (500+/yr),0.215,7.85,Moderate-Risk
PRV-0691,Specialist,Southeast,In-Network,Medium (50-199/yr),0.134,1.31,Low-Risk
PRV-0692,Specialist,Midwest,In-Network,Medium (50-199/yr),0.264,4.29,Moderate-Risk
PRV-0693,Hospital,Southeast,In-Network,Very High (500+/yr),0.055,1.32,Low-Risk
PRV-0694,Primary Care,Northeast,In-Network,Medium (50-199/yr),0.283,4.63,Moderate-Risk
PRV-0695,Hospital,Southeast,Out-of-Network,High (200-499/yr),0.154,8.1,Moderate-Risk
PRV-0696,Specialist,West,In-Network,High (200-499/yr),0.263,4.67,Moderate-Risk
PRV-0697,Surgery Center,Midwest,In-Network,High (200-499/yr),0.173,7.19,Moderate-Risk
PRV-0698,Specialist,Northeast,In-Network,High (200-499/yr),0.245,8.7,Moderate-Risk
PRV-0699,Surgery Center,Midwest,Out-of-Network,Medium (50-199/yr),0.094,3.07,Low-Risk
PRV-0700,Specialist,Northeast,In-Network,Low (1-49/yr),0.12,9.63,Low-Risk
PRV-0701,Surgery Center,Northeast,In-Network,High (200-499/yr),0.136,8.62,Low-Risk
PRV-0702,Hospital,West,In-Network,Very High (500+/yr),0.07,0.79,Low-Risk
PRV-0703,Imaging Center,Midwest,In-Network,Medium (50-199/yr),0.205,3.38,Moderate-Risk
PRV-0704,Hospital,West,In-Network,Very High (500+/yr),0.13,3.96,Low-Risk
PRV-0705,Hospital,Southeast,Out-of-Network,Very High (500+/yr),0.06,6.2,Low-Risk
PRV-0706,Specialist,Southeast,In-Network,Very High (500+/yr),0.169,1.47,Moderate-Risk
PRV-0707,Hospital,Midwest,Out-of-Network,Very High (500+/yr),0.174,9.68,Moderate-Risk
PRV-0708,Specialist,Midwest,Out-of-Network,Medium (50-199/yr),0.127,1.43,Low-Risk
PRV-0709,Specialist,Northeast,In-Network,Medium (50-199/yr),0.157,8.84,Moderate-Risk
PRV-0710,Primary Care,Northeast,In-Network,Medium (50-199/yr),0.28,7.3,Moderate-Risk
PRV-0711,Specialist,West,Out-of-Network,Very High (500+/yr),0.123,4.25,Low-Risk
PRV-0712,Post-Acute Facility,Southeast,In-Network,Medium (50-199/yr),0.206,0.6,Moderate-Risk
PRV-0713,Specialist,Southwest,In-Network,Very High (500+/yr),0.144,2.8,Low-Risk
PRV-0714,Hospital,Southeast,In-Network,Very High (500+/yr),0.154,7.84,Moderate-Risk
PRV-0715,Surgery Center,Midwest,In-Network,High (200-499/yr),0.182,6.11,Moderate-Risk
PRV-0716,Imaging Center,Southeast,In-Network,Very High (500+/yr),0.17,4.96,Moderate-Risk
PRV-0717,Specialist,West,In-Network,Very High (500+/yr),0.197,1.77,Moderate-Risk
PRV-0718,Specialist,Southeast,In-Network,Medium (50-199/yr),0.217,0.69,Moderate-Risk
PRV-0719,DME Supplier,Southeast,In-Network,High (200-499/yr),0.375,7.04,High-Risk
PRV-0720,Primary Care,Southeast,Out-of-Network,High (200-499/yr),0.256,3.19,Moderate-Risk
PRV-0721,Imaging Center,Northeast,In-Network,Medium (50-199/yr),0.216,8.91,Moderate-Risk
PRV-0722,Hospital,Midwest,In-Network,Very High (500+/yr),0.155,2.19,Moderate-Risk
PRV-0723,Behavioral Health,Southwest,In-Network,High (200-499/yr),0.19,6.02,Moderate-Risk
PRV-0724,Hospital,Northeast,In-Network,Very High (500+/yr),0.074,8.05,Low-Risk
PRV-0725,Imaging Center,Northeast,In-Network,High (200-499/yr),0.107,2.08,Low-Risk
PRV-0726,DME Supplier,Northeast,Out-of-Network,Medium (50-199/yr),0.337,7.51,High-Risk
PRV-0727,Specialist,Southeast,Out-of-Network,Very High (500+/yr),0.133,7.85,Low-Risk
PRV-0728,Specialist,Midwest,In-Network,High (200-499/yr),0.194,1.27,Moderate-Risk
PRV-0729,Hospital,Northeast,In-Network,High (200-499/yr),0.125,2.87,Low-Risk
PRV-0730,Surgery Center,West,Out-of-Network,High (200-499/yr),0.181,9.97,Moderate-Risk
PRV-0731,Specialist,Midwest,Out-of-Network,Low (1-49/yr),0.186,9.07,Moderate-Risk
PRV-0732,Imaging Center,West,In-Network,High (200-499/yr),0.172,7.93,Moderate-Risk
PRV-0733,Imaging Center,Southeast,In-Network,High (200-499/yr),0.151,2.76,Moderate-Risk
PRV-0734,Post-Acute Facility,Southeast,In-Network,Very High (500+/yr),0.266,8.32,Moderate-Risk
PRV-0735,Imaging Center,Northeast,Out-of-Network,Medium (50-199/yr),0.184,6.04,Moderate-Risk
PRV-0736,Hospital,Northeast,In-Network,Very High (500+/yr),0.075,3.61,Low-Risk
PRV-0737,Specialist,Southeast,In-Network,High (200-499/yr),0.153,1.54,Moderate-Risk
PRV-0738,Primary Care,Midwest,In-Network,Low (1-49/yr),0.286,3.75,Moderate-Risk
PRV-0739,Surgery Center,Southeast,In-Network,Very High (500+/yr),0.217,3.88,Moderate-Risk
PRV-0740,Surgery Center,Northeast,In-Network,High (200-499/yr),0.212,2.75,Moderate-Risk
PRV-0741,DME Supplier,Southeast,In-Network,Low (1-49/yr),0.426,7.17,High-Risk
PRV-0742,DME Supplier,West,In-Network,Medium (50-199/yr),0.397,7.24,High-Risk
PRV-0743,DME Supplier,Midwest,In-Network,Low (1-49/yr),0.407,1.83,High-Risk
PRV-0744,Specialist,Midwest,In-Network,High (200-499/yr),0.111,7.39,Low-Risk
PRV-0745,Primary Care,Midwest,In-Network,High (200-499/yr),0.184,8.59,Moderate-Risk
PRV-0746,Hospital,Northeast,In-Network,Very High (500+/yr),0.068,7.62,Low-Risk
PRV-0747,Post-Acute Facility,Southeast,In-Network,Very High (500+/yr),0.196,1.17,Moderate-Risk
PRV-0748,Hospital,West,In-Network,High (200-499/yr),0.159,0.65,Moderate-Risk
PRV-0749,Imaging Center,Northeast,In-Network,Very High (500+/yr),0.136,7.79,Low-Risk
PRV-0750,Primary Care,West,In-Network,Medium (50-199/yr),0.225,8.23,Moderate-Risk
PRV-0751,Imaging Center,Midwest,In-Network,Low (1-49/yr),0.151,9.54,Moderate-Risk
PRV-0752,Surgery Center,Northeast,In-Network,Very High (500+/yr),0.175,3.39,Moderate-Risk
PRV-0753,Surgery Center,Northeast,In-Network,Medium (50-199/yr),0.083,9.74,Low-Risk
PRV-0754,Specialist,Southeast,In-Network,High (200-499/yr),0.214,2.32,Moderate-Risk
PRV-0755,Primary Care,Southeast,Out-of-Network,High (200-499/yr),0.171,0.6,Moderate-Risk
PRV-0756,Surgery Center,Midwest,In-Network,Medium (50-199/yr),0.215,2.93,Moderate-Risk
PRV-0757,Primary Care,Northeast,In-Network,Low (1-49/yr),0.175,8.77,Moderate-Risk
PRV-0758,Primary Care,Northeast,In-Network,Medium (50-199/yr),0.173,1.55,Moderate-Risk
PRV-0759,Specialist,Southwest,In-Network,Medium (50-199/yr),0.161,1.77,Moderate-Risk
PRV-0760,Primary Care,Midwest,In-Network,Very High (500+/yr),0.257,2.7,Moderate-Risk
PRV-0761,Home Health Agency,Midwest,In-Network,High (200-499/yr),0.235,1.31,Moderate-Risk
PRV-0762,Hospital,West,In-Network,Very High (500+/yr),0.152,7.71,Moderate-Risk
PRV-0763,Post-Acute Facility,West,In-Network,High (200-499/yr),0.22,5.17,Moderate-Risk
PRV-0764,Imaging Center,Northeast,In-Network,Medium (50-199/yr),0.141,4.91,Low-Risk
PRV-0765,Specialist,Northeast,Out-of-Network,High (200-499/yr),0.242,2.62,Moderate-Risk
PRV-0766,Imaging Center,Southeast,In-Network,Medium (50-199/yr),0.169,0.87,Moderate-Risk
PRV-0767,Hospital,Midwest,In-Network,High (200-499/yr),0.126,5.34,Low-Risk
PRV-0768,DME Supplier,West,In-Network,High (200-499/yr),0.361,1.58,High-Risk
PRV-0769,Imaging Center,West,In-Network,High (200-499/yr),0.176,7.9,Moderate-Risk
PRV-0770,Primary Care,West,In-Network,High (200-499/yr),0.127,5.1,Low-Risk
PRV-0771,Hospital,Midwest,In-Network,High (200-499/yr),0.093,5.62,Low-Risk
PRV-0772,Hospital,Northeast,Out-of-Network,Very High (500+/yr),0.136,8.36,Low-Risk
PRV-0773,Surgery Center,Southeast,In-Network,High (200-499/yr),0.187,3.5,Moderate-Risk
PRV-0774,Specialist,West,Out-of-Network,High (200-499/yr),0.174,0.58,Moderate-Risk
PRV-0775,Home Health Agency,Northeast,In-Network,Very High (500+/yr),0.298,4.86,Moderate-Risk
PRV-0776,Surgery Center,Southeast,In-Network,High (200-499/yr),0.106,3.81,Low-Risk
PRV-0777,Hospital,Southeast,In-Network,High (200-499/yr),0.078,0.84,Low-Risk
PRV-0778,Primary Care,Midwest,In-Network,High (200-499/yr),0.285,7.14,Moderate-Risk
PRV-0779,Imaging Center,Midwest,In-Network,Very High (500+/yr),0.154,6.62,Moderate-Risk
PRV-0780,DME Supplier,Northeast,Out-of-Network,Very High (500+/yr),0.234,7.53,Moderate-Risk
PRV-0781,Imaging Center,West,In-Network,High (200-499/yr),0.1,7.68,Low-Risk
PRV-0782,Hospital,Northeast,In-Network,Medium (50-199/yr),0.149,4.32,Low-Risk
PRV-0783,Surgery Center,Midwest,Out-of-Network,High (200-499/yr),0.131,3.16,Low-Risk
PRV-0784,Post-Acute Facility,Southeast,In-Network,High (200-499/yr),0.124,5.09,Low-Risk
PRV-0785,Imaging Center,West,In-Network,Medium (50-199/yr),0.116,3.28,Low-Risk
PRV-0786,DME Supplier,Southeast,In-Network,Low (1-49/yr),0.44,4.97,High-Risk
PRV-0787,Specialist,Southeast,In-Network,Medium (50-199/yr),0.103,2.69,Low-Risk
PRV-0788,Specialist,Southeast,In-Network,Low (1-49/yr),0.183,7.97,Moderate-Risk
PRV-0789,Specialist,Southeast,In-Network,Medium (50-199/yr),0.144,5.54,Low-Risk
PRV-0790,Behavioral Health,Southeast,In-Network,High (200-499/yr),0.26,6.95,Moderate-Risk
PRV-0791,Primary Care,West,In-Network,Low (1-49/yr),0.235,9.83,Moderate-Risk
PRV-0792,Primary Care,Southwest,Out-of-Network,High (200-499/yr),0.2,5.95,Moderate-Risk
PRV-0793,Hospital,Southeast,In-Network,High (200-499/yr),0.159,5.51,Moderate-Risk
PRV-0794,Specialist,Northeast,In-Network,Medium (50-199/yr),0.268,9.79,Moderate-Risk
PRV-0795,Specialist,West,In-Network,Very High (500+/yr),0.145,8.25,Low-Risk
PRV-0796,Specialist,Southeast,In-Network,Medium (50-199/yr),0.242,8.26,Moderate-Risk
PRV-0797,Specialist,Southwest,In-Network,Medium (50-199/yr),0.144,7.42,Low-Risk
PRV-0798,Specialist,Southeast,In-Network,Very High (500+/yr),0.26,8.22,Moderate-Risk
PRV-0799,Home Health Agency,Northeast,In-Network,Medium (50-199/yr),0.288,6.67,Moderate-Risk
PRV-0800,Specialist,Southeast,In-Network,Very High (500+/yr),0.122,1.58,Low-Risk
PRV-0801,DME Supplier,Northeast,In-Network,Medium (50-199/yr),0.425,1.47,High-Risk
PRV-0802,Primary Care,West,In-Network,Medium (50-199/yr),0.237,1.72,Moderate-Risk
PRV-0803,Specialist,Midwest,In-Network,Medium (50-199/yr),0.221,9.31,Moderate-Risk
PRV-0804,Surgery Center,Southeast,In-Network,High (200-499/yr),0.212,3.02,Moderate-Risk
PRV-0805,Specialist,West,In-Network,Medium (50-199/yr),0.239,7.01,Moderate-Risk
PRV-0806,Surgery Center,Southeast,In-Network,High (200-499/yr),0.167,4.42,Moderate-Risk
PRV-0807,Surgery Center,Southeast,In-Network,Very High (500+/yr),0.155,7.75,Moderate-Risk
PRV-0808,Behavioral Health,Southeast,In-Network,Very High (500+/yr),0.171,6.59,Moderate-Risk
PRV-0809,Hospital,Midwest,In-Network,High (200-499/yr),0.119,6.74,Low-Risk
PRV-0810,Home Health Agency,Northeast,In-Network,Low (1-49/yr),0.187,6.14,Moderate-Risk
PRV-0811,DME Supplier,West,In-Network,Medium (50-199/yr),0.328,6.47,High-Risk
PRV-0812,DME Supplier,Southeast,Out-of-Network,Medium (50-199/yr),0.243,5.21,Moderate-Risk
PRV-0813,Specialist,Northeast,In-Network,High (200-499/yr),0.189,8.97,Moderate-Risk
PRV-0814,DME Supplier,West,In-Network,Medium (50-199/yr),0.402,9.16,High-Risk
PRV-0815,Hospital,Southeast,In-Network,Very High (500+/yr),0.086,3.21,Low-Risk
PRV-0816,Post-Acute Facility,Midwest,In-Network,Medium (50-199/yr),0.222,4.56,Moderate-Risk
PRV-0817,Primary Care,Midwest,In-Network,Low (1-49/yr),0.129,9.28,Low-Risk
PRV-0818,Hospital,Southwest,In-Network,High (200-499/yr),0.121,8.16,Low-Risk
PRV-0819,Primary Care,West,In-Network,High (200-499/yr),0.209,5.84,Moderate-Risk
PRV-0820,Post-Acute Facility,Southeast,In-Network,High (200-499/yr),0.276,1.83,Moderate-Risk
PRV-0821,Specialist,Northeast,In-Network,Low (1-49/yr),0.252,8.19,Moderate-Risk
PRV-0822,Hospital,Northeast,In-Network,High (200-499/yr),0.076,5.95,Low-Risk
PRV-0823,Behavioral Health,Northeast,In-Network,High (200-499/yr),0.257,2.9,Moderate-Risk
PRV-0824,Specialist,Northeast,In-Network,Medium (50-199/yr),0.201,8.98,Moderate-Risk
PRV-0825,Specialist,Midwest,In-Network,Medium (50-199/yr),0.186,2.57,Moderate-Risk
PRV-0826,Hospital,Midwest,In-Network,High (200-499/yr),0.134,6.05,Low-Risk
PRV-0827,Specialist,Midwest,Out-of-Network,High (200-499/yr),0.214,9.41,Moderate-Risk
PRV-0828,Imaging Center,West,In-Network,Medium (50-199/yr),0.16,7.97,Moderate-Risk
PRV-0829,Imaging Center,Midwest,In-Network,High (200-499/yr),0.207,8.09,Moderate-Risk
PRV-0830,Surgery Center,Midwest,In-Network,High (200-499/yr),0.185,7.46,Moderate-Risk
PRV-0831,DME Supplier,Midwest,In-Network,High (200-499/yr),0.243,8.8,Moderate-Risk
PRV-0832,Surgery Center,Southeast,In-Network,Very High (500+/yr),0.201,2.67,Moderate-Risk
PRV-0833,DME Supplier,Northeast,In-Network,Medium (50-199/yr),0.433,9.67,High-Risk
PRV-0834,Hospital,Southeast,In-Network,High (200-499/yr),0.137,9.22,Low-Risk
PRV-0835,Hospital,West,In-Network,Very High (500+/yr),0.054,9.27,Low-Risk
PRV-0836,Hospital,Midwest,In-Network,Medium (50-199/yr),0.098,1.25,Low-Risk
PRV-0837,Specialist,Northeast,In-Network,Low (1-49/yr),0.103,1.75,Low-Risk
PRV-0838,Surgery Center,Midwest,In-Network,High (200-499/yr),0.103,3.72,Low-Risk
PRV-0839,Hospital,West,Out-of-Network,Very High (500+/yr),0.153,4.7,Moderate-Risk
PRV-0840,Post-Acute Facility,Southeast,In-Network,High (200-499/yr),0.196,2.5,Moderate-Risk
PRV-0841,Surgery Center,West,Out-of-Network,Very High (500+/yr),0.11,4.84,Low-Risk
PRV-0842,Primary Care,West,In-Network,Medium (50-199/yr),0.144,7.81,Low-Risk
PRV-0843,Imaging Center,Northeast,In-Network,Very High (500+/yr),0.091,4.1,Low-Risk
PRV-0844,Imaging Center,Northeast,In-Network,Low (1-49/yr),0.186,2.89,Moderate-Risk
PRV-0845,Behavioral Health,Midwest,In-Network,Very High (500+/yr),0.204,9.73,Moderate-Risk
PRV-0846,Post-Acute Facility,Northeast,Out-of-Network,Very High (500+/yr),0.182,5.03,Moderate-Risk
PRV-0847,Specialist,Midwest,In-Network,Medium (50-199/yr),0.105,1.12,Low-Risk
PRV-0848,Imaging Center,West,In-Network,Very High (500+/yr),0.084,6.42,Low-Risk
PRV-0849,DME Supplier,West,In-Network,High (200-499/yr),0.317,1.74,High-Risk
PRV-0850,Imaging Center,West,In-Network,Very High (500+/yr),0.107,5.41,Low-Risk
PRV-0851,Specialist,Midwest,In-Network,Medium (50-199/yr),0.276,9.98,Moderate-Risk
PRV-0852,Surgery Center,Midwest,In-Network,High (200-499/yr),0.196,7.3,Moderate-Risk
